Date,Adj Close
03/8/20,1441.66394
03/8/21,1441.089966
03/8/22,1438.883057
03/8/25,1422.176025
03/8/26,1425.212036
03/8/27,1425.362061
03/8/28,1415.692993
03/8/29,1421.983032
03/9/1,1449.81604
03/9/2,1446.511963
03/9/3,1447.849976
03/9/4,1447.425049
03/9/5,1431.532959
03/9/8,1425.727051
03/9/9,1420.073975
03/9/10,1423.177002
03/9/11,1423.959961
03/9/12,1409.161987
03/9/15,1397.540039
03/9/16,1406.104004
03/9/17,1389.822021
03/9/18,1390.484985
03/9/19,1391.369995
03/9/22,1381.442993
03/9/23,1390.17395
03/9/24,1394.229004
03/9/25,1376.291016
03/9/26,1370.843018
03/9/29,1355.334961
03/9/30,1367.161011
03/10/1,1367.160034
03/10/2,1367.160034
03/10/3,1367.160034
03/10/6,1367.160034
03/10/7,1367.160034
03/10/8,1371.685059
03/10/9,1369.17395
03/10/10,1404.008057
03/10/13,1399.657959
03/10/14,1388.171997
03/10/15,1383.098022
03/10/16,1365.505005
03/10/17,1370.582031
03/10/20,1359.498047
03/10/21,1364.301025
03/10/22,1398.01001
03/10/23,1386.652954
03/10/24,1381.829956
03/10/27,1369.463013
03/10/28,1369.324951
03/10/29,1361.487061
03/10/30,1344.633057
03/10/31,1348.302979
03/11/3,1364.055054
03/11/4,1389.545044
03/11/5,1385.109985
03/11/6,1356.790039
03/11/7,1335.204956
03/11/10,1340.097046
03/11/11,1343.615967
03/11/12,1317.791992
03/11/13,1319.608032
03/11/14,1331.051025
03/11/17,1328.103027
03/11/18,1316.562012
03/11/19,1338.869995
03/11/20,1376.505981
03/11/21,1361.55896
03/11/24,1404.008057
03/11/25,1408.415039
03/11/26,1411.909058
03/11/27,1389.103027
03/11/28,1397.224976
03/12/1,1432.703003
03/12/2,1435.313965
03/12/3,1445.026001
03/12/4,1452.80896
03/12/5,1451.118042
03/12/8,1436.662964
03/12/9,1443.365967
03/12/10,1469.421997
03/12/11,1470.022949
03/12/12,1470.791992
03/12/15,1470.357056
03/12/16,1466.337036
03/12/17,1453.994995
03/12/18,1457.301025
03/12/19,1446.285034
03/12/22,1492.963013
03/12/23,1500.640015
03/12/24,1513.824951
03/12/25,1512.597046
03/12/26,1514.775024
03/12/29,1496.427002
03/12/30,1511.69104
03/12/31,1497.043945
04/1/1,1497.040039
04/1/2,1517.192993
04/1/5,1568.353027
04/1/6,1574.522949
04/1/7,1587.203979
04/1/8,1610.125977
04/1/9,1581.465942
04/1/12,1618.517944
04/1/13,1612.682983
04/1/14,1592.422974
04/1/15,1586.493042
04/1/16,1600.425049
04/1/19,1600.430054
04/1/20,1600.430054
04/1/21,1600.430054
04/1/22,1600.430054
04/1/23,1600.430054
04/1/26,1600.430054
04/1/27,1600.430054
04/1/28,1600.430054
04/1/29,1628.837036
04/1/30,1590.729004
04/2/2,1623.880005
04/2/3,1649.281982
04/2/4,1685.159058
04/2/5,1693.427979
04/2/6,1679.192993
04/2/9,1703.529053
04/2/10,1691.009033
04/2/11,1677.759033
04/2/12,1663.832031
04/2/13,1658.53894
04/2/16,1696.827026
04/2/17,1703.774048
04/2/18,1717.095947
04/2/19,1717.015015
04/2/20,1721.751953
04/2/23,1681.654053
04/2/24,1682.296997
04/2/25,1647.380981
04/2/26,1654.897949
04/2/27,1675.067017
04/3/1,1689.76001
04/3/2,1687.277954
04/3/3,1661.812012
04/3/4,1668.874023
04/3/5,1662.095947
04/3/8,1637.144043
04/3/9,1637.098999
04/3/10,1678.072998
04/3/11,1691.642944
04/3/12,1694.743042
04/3/15,1736.219971
04/3/16,1745.542969
04/3/17,1745.098022
04/3/18,1717.26001
04/3/19,1747.871948
04/3/22,1755.685059
04/3/23,1741.694946
04/3/24,1740.053955
04/3/25,1736.477051
04/3/26,1734.046997
04/3/29,1719.67395
04/3/30,1724.276978
04/3/31,1741.623047
04/4/1,1758.146973
04/4/2,1768.64502
04/4/5,1766.483032
04/4/6,1777.515991
04/4/7,1774.552002
04/4/8,1770.279053
04/4/9,1727.348022
04/4/12,1722.985962
04/4/13,1715.135986
04/4/14,1697.156006
04/4/15,1679.07605
04/4/16,1693.860962
04/4/19,1675.88501
04/4/20,1669.421997
04/4/21,1651.577026
04/4/22,1657.785034
04/4/23,1635.500977
04/4/26,1635.499023
04/4/27,1611.859985
04/4/28,1606.801025
04/4/29,1579.447021
04/4/30,1595.587036
04/5/3,1595.589966
04/5/4,1595.589966
04/5/5,1595.589966
04/5/6,1595.589966
04/5/7,1595.589966
04/5/10,1560.214966
04/5/11,1568.05896
04/5/12,1603.767944
04/5/13,1597.569946
04/5/14,1562.687988
04/5/17,1539.958984
04/5/18,1555.442017
04/5/19,1558.286987
04/5/20,1549.061035
04/5/21,1558.329956
04/5/24,1550.348022
04/5/25,1518.045044
04/5/26,1524.436035
04/5/27,1557.177979
04/5/28,1548.722046
04/5/31,1555.906006
04/6/1,1579.657959
04/6/2,1567.067017
04/6/3,1543.526978
04/6/4,1542.08606
04/6/7,1517.14502
04/6/8,1493.813965
04/6/9,1468.071045
04/6/10,1468.343994
04/6/11,1472.072021
04/6/14,1438.735962
04/6/15,1463.776978
04/6/16,1475.416016
04/6/17,1445.500977
04/6/18,1427.301025
04/6/21,1433.467041
